,카테고리,제목,청원종료일,참여인원,URL
856,보건복지,여성건강에 손 놓은 복지부를 규탄한다,2019-03-17,"23,289",https://www1.president.go.kr/petitions/527484
857,안전/환경,<이국종교수님이 부르짖었던 ‘골든아워’를 지키기 위해 정부와 국민들의 인식개선을 촉구합니다.>,2018-12-07,"23,276",https://www1.president.go.kr/petitions/434506
858,보건복지,또하나의 산부인과 의료사고 입니다. 부탁드립니다. 제발도와주세요(산모의 남편입니다.),2019-01-29,"23,271",https://www1.president.go.kr/petitions/482903
859,정치개혁,문재인대통령지지자들에게 달*이라고발언한 나경원원내대표 사퇴청원,2019-06-12,"23,179",https://www1.president.go.kr/petitions/580160
860,기타,수원시 장안구 노인 폭행,2018-10-30,"23,164",https://www1.president.go.kr/petitions/394159
861,정치개혁,"한나라당, 2006년 선거부터 '매크로' 여론조작 한겨레 보도 내용에 대하여 수사하여 주시기 바랍니다",2018-07-05,"23,137",https://www1.president.go.kr/petitions/262357
862,인권/성평등,인간다운 삶을 위해 최진리법을 만들어주세요(언론 내 인권 보장에 관한 법률),2019-11-14,"23,132",https://www1.president.go.kr/petitions/583119
863,인권/성평등,몰카범죄도구로 사용되는 초소형 카메라라 판매를 허가제로 바꿔주세요.,2018-10-29,"23,054",https://www1.president.go.kr/petitions/392766
864,문화/예술/체육/언론,대림동 경찰 폭행사건의 논란에 대해 공영방송에서 시행한 언론조작. 진상규명을 요구합니다.,2019-06-19,"23,053",https://www1.president.go.kr/petitions/580320
865,문화/예술/체육/언론,비영리 목적의 게임물 사전심의 제외를 비롯한 게임물 심의 제도의 개선이 필요합니다.,2019-03-27,"23,038",https://www1.president.go.kr/petitions/539160
866,행정,연말정산시 실비의료비 환급분 공제대상 제외 반대합니다.,2020-01-29,"23,036",https://www1.president.go.kr/petitions/584239
867,정치개혁,박근혜에게 형 집행금지 허가 금지 & 사면 석방 절대 금지🤬,2019-05-18,"22,998",https://www1.president.go.kr/petitions/579618
868,인권/성평등,부산 개성중학교 살인사건  재조사 촉구드립니다.,2017-12-12,"22,996",https://www1.president.go.kr/petitions/13743
869,인권/성평등,박정희판 군함도 대한청소년 개척단(서산개척단) 진상규명과 이들에게 토지를 다시 돌려주십시요.,2018-04-01,"22,964",https://www1.president.go.kr/petitions/156025
870,문화/예술/체육/언론,아동 문학의 노벨상 아스트리드 린드그렌 상을 받아 국가의 위상을 높인 백** 작가에게 <구름빵>을 돌려주세요,2020-05-03,"22,808",https://www1.president.go.kr/petitions/587706
871,안전/환경,천안도와주세요,2020-04-01,"22,788",https://www1.president.go.kr/petitions/586049
872,외교/통일/국방,"""성상품화""로 가득찬 군대위문공연을 폐지해주세요",2018-09-16,"22,786",https://www1.president.go.kr/petitions/344299
873,육아/교육,거제 폭력학생(거짓말 인터뷰) 학교폭력 가해자에 대한 합리적인 처벌이 이뤄지길 청원합니다.,2019-01-22,"22,761",https://www1.president.go.kr/petitions/476651
874,정치개혁,"공수처, 패스트트랙, 연동형 비례대표제 결사 반대합니다.",2019-12-29,"22,720",https://www1.president.go.kr/petitions/583815
875,기타,문재인 대통령 탄핵을 촉구합니다,2020-03-26,"22,682",https://www1.president.go.kr/petitions/585618
876,정치개혁,가상화폐 관련 발언자 조사 및 해임 청원,2018-02-15,"22,665",https://www1.president.go.kr/petitions/97163
877,인권/성평등,성폭행 피해자에게는 죽지 않으면 접근금지란 없는건가요,2018-12-22,"22,655",https://www1.president.go.kr/petitions/449379
878,문화/예술/체육/언론,"2019년 12월 25일 SBS가요대전 ""레드벨벳 웬디 추락사고""",2020-01-25,"22,637",https://www1.president.go.kr/petitions/584205
879,보건복지,대학병원을 믿고 다닐 수 있는 병원으로 만들도록  최대한 빠른 조치를 부탁드립니다.,2018-06-28,"22,627",https://www1.president.go.kr/petitions/250188
880,인권/성평등,가출한 딸을 찾아서 정신병원 강제입원을 하려고 합니다! 제발  도와주세요!,2019-08-22,"22,592",https://www1.president.go.kr/petitions/581608
881,기타,강남경찰서 고 이** 형사의 억울함을 풀어주십시오.,2019-03-24,"22,563",https://www1.president.go.kr/petitions/535059
882,행정,여성가족부의 예산 사용 실적 공개를 촉구합니다,2018-09-14,"22,521",https://www1.president.go.kr/petitions/343167
883,외교/통일/국방,멕시코에서 억울하게 죽은 저의 남편을 도와주세요..,2019-02-21,"22,460",https://www1.president.go.kr/petitions/503178
884,문화/예술/체육/언론,KBS 시청료 납부를 거부합니다.,2019-05-10,"22,445",https://www1.president.go.kr/petitions/579508
885,정치개혁,영구해체 자유한국당 형사처벌과 월급지급 금지행정조치,2019-06-02,"22,442",https://www1.president.go.kr/petitions/579932
886,육아/교육,대전 어린이집 사고,2018-08-25,"22,410",https://www1.president.go.kr/petitions/319455
887,인권/성평등,출생시 아이가 기본적으로 어머니의 성을 따르게 해주세요,2017-12-04,"22,392",https://www1.president.go.kr/petitions/8068
888,성장동력,신종 코로나 사태로 힘들어져 가는 경제를 살리는데 조금이나마 도움이 되도록 신한울 원전 3.4호기의 건설 재개를 요청 드립니다.,2020-04-15,"22,362",https://www1.president.go.kr/petitions/586703
889,인권/성평등,성폭행과 학교 폭력(집단 따돌림)으로 투신 자살한 우리 딸의 한을 풀어주세요.,2018-12-28,"22,359",https://www1.president.go.kr/petitions/454142
890,정치개혁,허익범 특검을 특검해주십시오.,2018-09-09,"22,353",https://www1.president.go.kr/petitions/334978
891,기타,[서울 복싱장 9살 성추행 사건] 도와주세요. 9살 딸이 중2 남학생에게 성추행 당했어요.,2020-08-07,"22,328",https://www1.president.go.kr/petitions/590477
892,보건복지,25살 대한민국의 청년을 조국으로 데려 올 수 있게 도와주세요!,2019-02-16,"22,323",https://www1.president.go.kr/petitions/499127
893,정치개혁,노회찬의원 죽기전 마지막 제출법안 [국회특활비폐지법안] 서명운동에 동참해주세요,2018-08-23,"22,312",https://www1.president.go.kr/petitions/316932
894,교통/건축/국토,6월17일 부동산 추가대책 규제  형평성 어긋나는 규제 다시 조정바랍니다!!!!,2020-07-17,"22,253",https://www1.president.go.kr/petitions/589758
895,인권/성평등,전자발찌 착용 성폭행범을 집으로 보내는 서비스,2019-10-19,"22,201",https://www1.president.go.kr/petitions/582751
896,기타,제동생의 죽음에 억울한 마음이 들어 글을 남깁니다.,2020-01-30,"22,174",https://www1.president.go.kr/petitions/584268
897,정치개혁,김진표 민주당 의원을 차기 국무총리로 임명하는 것에 많은 국민이 반대합니다.,2019-12-25,"22,166",https://www1.president.go.kr/petitions/583740
898,인권/성평등,또래 협박해 성착취물 유포한 여고생에 대한 엄중한 처벌을 요구합니다.,2020-05-19,"22,134",https://www1.president.go.kr/petitions/588155
899,인권/성평등,디스패치의 폐지를 요구합니다.,2019-01-31,"22,132",https://www1.president.go.kr/petitions/484172
900,인권/성평등,한 가정의 귀한 딸의 억울한 죽음의 진상 규명과 회피하는 책임자들의 엄벌을 촉구합니다.,2018-10-27,"22,117",https://www1.president.go.kr/petitions/390982
901,기타,내 아들을 죽인 얼굴 없는 검사 김민수 잡을 수 있을까요?,2020-03-13,"22,109",https://www1.president.go.kr/petitions/585096
902,인권/성평등,의제강간 연령 16세 상향조정,2020-04-22,"22,088",https://www1.president.go.kr/petitions/586931
903,문화/예술/체육/언론,일본 AV(야동)배우의 한국 광고 금지 청원합니다.,2019-06-12,"22,066",https://www1.president.go.kr/petitions/580150
904,육아/교육,4월 6일 개학 너무 이릅니다. (유초중고),2020-04-18,"22,042",https://www1.president.go.kr/petitions/586822
905,교통/건축/국토,김포 도시철도 개통지연에 대한 철저한 감사와 관련자 처벌을 부탁드립니다.,2019-08-07,"21,990",https://www1.president.go.kr/petitions/581252
906,인권/성평등,"전 연령 성범죄 처벌 강화, 공소시효 폐지 및 '2차 가해자' 법 제안합니다.",2018-03-22,"21,959",https://www1.president.go.kr/petitions/144601
907,정치개혁,세월호 7시간 관련 봉인된 대통령 기록물 공개 요청!!,2019-05-18,"21,956",https://www1.president.go.kr/petitions/579613
908,보건복지,"먹튀 이벤트 병원에 대한 철저한 진상규명, 엄격한 처벌 및 단속을 강력히 촉구합니다.",2018-06-17,"21,914",https://www1.president.go.kr/petitions/236419
909,육아/교육,교육공무직 제도 개선해주십시오,2018-08-24,"21,869",https://www1.president.go.kr/petitions/318510
910,인권/성평등,n번방 이용자들은 단순 소지자가 아니라 제작 공범으로 법정 최고형으로 처벌해야합니다.,2020-04-24,"21,847",https://www1.president.go.kr/petitions/587177
911,인권/성평등,"전 고등학생, 꽃뱀입니다.",2018-12-15,"21,846",https://www1.president.go.kr/petitions/443601
912,안전/환경,전주 srf 고형폐기물 소각발전소 반대합니다,2018-11-25,"21,836",https://www1.president.go.kr/petitions/420852
913,기타,계획적인 보복 살인미수범을 피해 저희가족은 평생 숨어살아야 합니다,2019-10-18,"21,815",https://www1.president.go.kr/petitions/582737
914,외교/통일/국방,서울 한복판에 NO Japan 깃발을 설치하는 것을 중단해 주십시오,2019-09-05,"21,810",https://www1.president.go.kr/petitions/581876
915,기타,여성위생용품(생리대) 값을 내립시다,2018-06-20,"21,807",https://www1.president.go.kr/petitions/239447
916,교통/건축/국토,617 부동산 규제 이전 분양권자들에게 청약관련 모든 규정을 종전 규정대로! (617 규제 소급적용으로 인한 피해자들에 대한 대책 촉구 ),2020-07-29,"21,805",https://www1.president.go.kr/petitions/590151
917,반려동물,"경기도 반려견 입마개 의무화, 목줄 2미터 제한 조례 반대합니다.",2017-12-05,"21,798",https://www1.president.go.kr/petitions/26301
918,육아/교육,"학내 성희롱·성폭력 사건으로 징계를 받은 교대, 사범대학 학생도 공립 임용 시험에 응시하지 못하게 하거나 교원자격증을 박탈해주십시오.",2020-06-03,"21,773",https://www1.president.go.kr/petitions/588557
919,일자리,"2019년, 대통령은 ‘학교비정규직의 정규직화 약속’을 지켜주십시오",2019-07-05,"21,760",https://www1.president.go.kr/petitions/580674
920,정치개혁,윤석열 검찰 총장을 당장 파면해 주십시요.,2020-04-12,"21,759",https://www1.president.go.kr/petitions/586653
921,안전/환경,억울한 우리***를 살려주세요!!!,2020-01-16,"21,757",https://www1.president.go.kr/petitions/584079
922,육아/교육,동양대 최**총장의 학력위조의혹에 대하여 조사해주십시요,2019-10-09,"21,737",https://www1.president.go.kr/petitions/582606
923,행정,6월9일 혜화역 시위중 시위중인 시민을 구타한 남경을 찾아 처벌해주세요,2018-07-09,"21,734",https://www1.president.go.kr/petitions/267285
924,정치개혁,국회의원 무노동 무임금 관철하라?,2018-05-17,"21,638",https://www1.president.go.kr/petitions/203219
925,반려동물,펫샵 분양을 금지시켜 주세요!,2017-12-26,"21,560",https://www1.president.go.kr/petitions/51756
926,안전/환경,미세먼지 해결을 촉구합니다: 집단 미세먼지 공포증을 느끼는 국민들의 고통이 들리지 않습니까?,2017-12-07,"21,555",https://www1.president.go.kr/petitions/12429
927,정치개혁,국회를 마비시키는 야당을 제지하기 위해서 조기총선을 하기 바랍니다.,2018-06-06,"21,525",https://www1.president.go.kr/petitions/226484
928,정치개혁,BBK 이명박 재조사 바랍니다,2017-10-31,"21,516",https://www1.president.go.kr/petitions/18412
929,반려동물,환경부 제정신인가요? 들고양이 목도리? 밥을 주지말라? 총으로 쏴도 된다,2020-01-10,"21,510",https://www1.president.go.kr/petitions/583987
930,외교/통일/국방,일본에게 마스크를 보내지 말아주세요,2020-05-20,"21,468",https://www1.president.go.kr/petitions/588206
931,문화/예술/체육/언론,연예인이자 가수 이홍기에 대한 청원 좀 내려주세요,2018-06-21,"21,449",https://www1.president.go.kr/petitions/240543
932,육아/교육,11살 의붓아들을 여행가방에 가둬 숨지게 한 계모의 신상공개와 엄중처벌을 청원합니다.,2020-07-04,"21,433",https://www1.president.go.kr/petitions/589490
933,반려동물,"대전 대흥동에서 일어난,  새끼고양이 토막살인사건 동물보호법 안전한가요?",2019-11-27,"21,428",https://www1.president.go.kr/petitions/583295
934,보건복지,"전문심리상담사 또는 심리학자 등에게 정신치료(심리,상담치료)를 받는 사람들도 건강보험공단의 지원과 혜택을 받을수 있도록 관련 법을 개정 또는 제정해주시기를 부탁드립니다",2018-03-29,"21,407",https://www1.president.go.kr/petitions/153227
935,성장동력,추경 관련 국민펀드를 제안합니다.,2019-08-21,"21,402",https://www1.president.go.kr/petitions/581593
936,보건복지,뇌전증과 희귀난치질환 치료제 대마오일 공급절차 간소화 부탁드립니다.,2018-12-25,"21,367",https://www1.president.go.kr/petitions/451824
937,인권/성평등,디지털성범죄 피해자인 우리 아이의 잃어버린 웃음을 찾아주세요!,2019-07-03,"21,321",https://www1.president.go.kr/petitions/580620
938,인권/성평등,밀양 강간사건에 대한 재수사를 간곡히 요청합니다.,2018-05-13,"21,274",https://www1.president.go.kr/petitions/197536
939,안전/환경,국민의 눈높이에 맞는 음주운전 처벌 법 개정을 촉구합니다,2018-08-31,"21,271",https://www1.president.go.kr/petitions/325992
940,보건복지,우한폐렴 중국인관광객 막아주세요,2020-02-22,"21,242",https://www1.president.go.kr/petitions/584595
941,인권/성평등,"N번방 사건에서 성범죄자 오덕식 판사를 자격박탈시키고, 여성 판사가 판결해 주십시오.",2020-04-26,"21,191",https://www1.president.go.kr/petitions/587325
942,육아/교육,모든 보육교사와 아이들을 위해 보육교사 휴게 시간을 재개정 해주십시오!(현답은 5시 조기 퇴근입니다),2018-07-31,"21,066",https://www1.president.go.kr/petitions/292470
943,인권/성평등,게임업계에서 일어나고 있는 성차별적인 사상검증 및 검열 행위에 대한 조사를 촉구합니다.,2018-05-27,"21,036",https://www1.president.go.kr/petitions/213602
944,인권/성평등,"일본군 '위안부' 피해자 이옥선 할머니, ""사기 피해 도와주세요""",2019-01-27,"21,021",https://www1.president.go.kr/petitions/480884
945,문화/예술/체육/언론,소년체전 폐지 반대,2019-02-25,"20,950",https://www1.president.go.kr/petitions/508019
946,정치개혁,방통위는 채널A 재승인 의결을 취소하라!,2020-08-07,"20,920",https://www1.president.go.kr/petitions/590485
947,기타,민식이법을 폐지해주십시오,2020-04-23,"20,890",https://www1.president.go.kr/petitions/587134
948,안전/환경,백화점근무시간단축,2019-06-06,"20,883",https://www1.president.go.kr/petitions/579972
949,교통/건축/국토,10년공공임대가 [분양가상한제] 적용을 받도록 해주십시요.,2017-12-30,"20,879",https://www1.president.go.kr/petitions/55733
950,문화/예술/체육/언론,MAMA 폐지,2017-12-31,"20,846",https://www1.president.go.kr/petitions/56448
951,반려동물,부산 PC방 18세 아르바이트생 고양이학대사건 범인 강력처벌요청합니다,2020-01-12,"20,819",https://www1.president.go.kr/petitions/584030
952,외교/통일/국방,천안함 폭침의 주범 김영철의 폐막식 참석을 정부에서 공식적으로 거부해 주십시오.,2018-03-24,"20,814",https://www1.president.go.kr/petitions/147117
953,외교/통일/국방,'스티브 유' 의 입국 금지를 청원합니다.,2019-08-10,"20,804",https://www1.president.go.kr/petitions/581376
954,외교/통일/국방,대한민국 군대에서는 나라의 아들인데 아프면 너의아들 행복한 생활에서 평생 고통을 주는 삶으로 바꾼 대한민국 군대 ...,2018-07-20,"20,789",https://www1.president.go.kr/petitions/277104
955,인권/성평등,군사독재 시절 자행된 간첩 고문 조작사건들의 가해자들을 처벌해주십시오,2018-02-27,"20,764",https://www1.president.go.kr/petitions/118326
